시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
대전광역시,중구,한식_일반,해뜨는집,042-374-8720,대전광역시중구대종로296번길 17(문창동),한우양지곰탕(점심),6000,능이한우양지곰탕(점심),9000,_,0
대전광역시,중구,한식_면류,신칼국수,042-254-9404,대전광역시중구목중로 61(중촌동),칼국수(매운/맑은),6000,수육+청국장 백반,7000,_,0
대전광역시,중구,한식_육류,더더더대패삼겹살,042-586-3573,"대전광역시중구보문산로171번길 27, 1층(문화동)",대패삼겹살,9000,생삼겹살,12000,생목살,12000
대전광역시,중구,한식_일반,팔도육개장,042-222-0909,"대전광역시중구중앙로137번길 39, 1층(선화동)",한우곰탕,7000,한우육개장,7000,_,0
대전광역시,중구,한식_면류,뚝방국수,042-525-6303,대전광역시중구유등천동로 576(태평동),삼계탕,12000,칼국수,4000,김치찌개,6000
대전광역시,중구,한식_면류,신도칼국수 대사점,042-226-5431,"대전광역시중구충무로 123, 1층",칼국수(사골),7000,_,0,_,0
경기도,안양시 동안구,한식_기타,양파백세탕,031-427-7888,"경기도안양시 동안구평촌대로223번길 16, 2층",양파백세탕,9900,미나리닭매운탕,12000,칼국수,2000
경기도,안양시 만안구,한식_기타,국제안경,031-466-7401,경기도안양시 만안구만안구 안양로 291,누진다초점,80000,블루라이트렌즈,30000,_,0
경기도,고양시 덕양구,한식_일반,삼송순대국,02-371-7780,경기도고양시 덕양구삼송로193번길 1-2(삼송동),순대국,7000,_,0,_,0
경기도,오산시,한식_일반,삼호복집,031-372-5700,"경기도오산시운암로 33, 2층",복탕,11000,_,0,_,0
경기도,화성시,중식,예빈,031-227-2478,경기도화성시봉담읍 샘마을길 60,짬뽕,7500,짜장면,6500,_,0
경기도,화성시,한식_육류,김가네 숯불돼지갈비,031-352-8192,경기도화성시향남읍 하길리 1455-1,돼지양념갈비,14000,소갈비,17000,_,0
경기도,화성시,중식,나래궁,031-223-0300,경기도화성시반정로 151,짜장면,4500,짬뽕,5000,_,0
경기도,화성시,중식,행복한짜장면집,031-223-8255,"경기도화성시효행로 1075-7, 뱅뱅프라자 120호",짜장면,4500,짬뽕,5500,_,0
경기도,수원시 장안구,한식_일반,시골밥집,031-257-6717,경기도수원시 장안구파장로76번길 25,김치찌개,7000,청국장,7000,된장찌개,7000
경기도,수원시 권선구,한식_육류,한우돈가,031-296-8592,경기도수원시 권선구효탑로 51(탑동),등심(200g),34000,삼겹살(600g),9000,한돈목살,9000
경기도,수원시 팔달구,한식_육류,영풍생고기,031-214-3326,경기도수원시 팔달구권광로276번길 9,삼겹살(200g),13000,오겹살(200g),13000,항정살(200g),15000
경기도,수원시 팔달구,한식_기타,대복식당,031-238-2080,경기도수원시 팔달구매산로 84-1,한식부페,6000,_,0,_,0
경기도,수원시 팔달구,한식_면류,옛날손칼국수,031-232-9298,경기도수원시 팔달구중부대로 36-1,칼국수,4500,수제비,5000,콩국수,7000
경기도,수원시 팔달구,한식_일반,모이세분식,031-245-1189,경기도수원시 팔달구팔달문로3번길 5,돈가스,7000,비빔밥,6000,냉면,5500
경기도,수원시 영통구,한식_일반,뚱가네,031-234-5208,경기도수원시 영통구영통로217번길 5,차돌된장찌개,7000,김치찌개,7000,라면,3000
경기도,안양시 만안구,한식_기타,블랙빈,_,경기도안양시 만안구냉천로 8-11,아메리카노,1500,카페라떼,1700,카페모카,2300
경기도,안양시 만안구,한식_기타,멸치국수집,031-445-0957,경기도안양시 만안구병목안로 15,멸치국수,4500,비빔국수,5500,간장비빔국수,5500
경기도,안양시 만안구,한식_기타,맛있으면돼지,031-466-6068,경기도안양시 만안구덕천로128번길 24,수제햄부대찌개,7000,통돼지김치찌개,7000,양념닭갈비,8000
경기도,안양시 만안구,중식,홍보석,031-443-8485,경기도안양시 만안구안양로 358,짜장면,5000,짬뽕,6000,간짜장,6000
경기도,안양시 동안구,한식_기타,팥선생,031-384-8945,경기도안양시 동안구동안로 263 (비산동),단팥죽,6000,호박죽,6000,새알심팥죽,6000
경기도,안양시 동안구,한식_기타,부대의전설,031-477-7787,경기도안양시 동안구시민대로 138,부대찌개,7500,매운부대찌개,8000,부대찌개+알밥,8500
경기도,안양시 동안구,한식_기타,오동도 산아나고,031-427-9275,경기도안양시 동안구귀인로 109,아나고,55000,꼼장어,45000,골뱅이무침,20000
경기도,안양시 동안구,한식_기타,명당만두,031-456-2524,경기도안양시 동안구귀인로 104,만두,3500,찐빵,3500,순대,3500
경기도,안양시 동안구,한식_육류,순천갈비,031-421-8887,경기도안양시 동안구관악대로374번길 13,삼겹살,13000,돼지갈비,13000,제육볶음,22000
경기도,양평군,한식_기타,콩타령,031-771-3725,경기도양평군양평읍 중앙로 86,콩국수,8000,_,0,_,0
경기도,양평군,한식_기타,장충동한방족발,031-771-8536,경기도양평군양평읍 양평시장길18번길 2,족발(대),25000,_,0,_,0
경기도,양평군,한식_기타,오일장순댓국,031-775-5050,경기도양평군양평읍 양평시장길8번길 15,순댓국,8000,_,0,_,0
경기도,양평군,한식_기타,먹어바바,031-772-2623,"경기도양평군용문면 용문시장2길 3, 1층",숯불갈비정식,12000,돼지갈비,14000,_,0
경기도,양평군,한식_기타,양평콩나물밥,031-775-0155,경기도양평군양평읍 양근로 172,콩나물비빔밥,7000,노가리찜(2~3인분),20000,_,0
경기도,양평군,한식_기타,송가네나경돌솥추어탕,_,경기도양평군용문면 다문북길 81,추어탕+돌솥밥,9000,통추어탕+돌솥밥,11000,_,0
경기도,양평군,한식_기타,대포항횟집,031-775-8282,"경기도양평군양평읍 시장길 39, 1층",물회(1인분),15000,_,0,_,0
경기도,양평군,한식_기타,청목장어,031-773-6668,"경기도양평군양서면 양수로 111, 1층",연근제육쌈밥정식,10000,_,0,_,0
경기도,양평군,한식_기타,평창송어,031-774-1711,경기도양평군용문면 지평로 1-6,송어회(1인분),16000,회덮밥,8000,_,0
경기도,양평군,한식_기타,신명식당,031-771-3416,경기도양평군양평읍 양평시장길8번길 4-1,백반,8000,_,0,_,0
경기도,안양시 만안구,한식_일반,설악명품추어탕,031-466-0012,경기도안양시 만안구장내로 154,명품추어탕,8000,우렁추어탕,10000,통추어탕,10000
경기도,안양시 만안구,한식_기타,여우와 늑대,031-464-0354,"경기도안양시 만안구박달로 455, 203호(박달동, 한라비발디상가)",일반 컷,12000,학생컷,9000,디자인컷,15000
충청남도,계룡시,한식_일반,늘푸른목장,042-841-3987,충청남도계룡시엄사면 전원로 28,콩나물국밥,7000,콩나물비빔밥,8000,감자찐만두,6000
충청남도,계룡시,한식_일반,복고풍,042-551-5678,충청남도계룡시장안로31(금암동)청운빌딩 3층,잔치국수(점심),5900,_,0,_,0
충청남도,계룡시,한식_일반,착한감자탕,042-841-5550,충청남도계룡시서금암로53(금암동),뼈다귀해장국(점심),7500,감자탕(小),24000,_,0
충청남도,계룡시,한식_일반,동두천부대찌개,042-840-5984,충청남도계룡시엄사면 번영2길 4-39,된장찌개,6000,청국장,6000,_,0
전라남도,담양군,한식_면류,참사랑해물칼국수,061-381-8117,전라남도담양군담양읍 무정로 14,수제비,7500,팥죽,7500,콩물국수,8000
전라남도,담양군,한식_일반,명태골,061-381-2111,전라남도담양군창평면 의병로 213,동태탕,9000,코다리찜(中),40000,_,0
전라남도,담양군,한식_일반,산아래호수,061-383-7942,전라남도담양군용면 추월산로 577,매운탕(점심특가),8000,매운탕,10000,떨갈비정식,17000
경기도,남양주시,한식_일반,현리만두,_,"경기도남양주시미금로 48, 1층",만두국,7000,_,0,_,0
경기도,남양주시,한식_기타,더로스터스커피랩,_,"경기도남양주시홍유릉로248번길 39, 125호",아메리카노,3000,카페라떼,3500,_,0
전라북도,완주군,양식,야미돈까스,063-232-0592,전라북도완주군상관면 신리로 99,야미돈까스,8000,매운돈까스,8000,어묵우동,6500
전라북도,완주군,한식_일반,와라분식,063-282-5544,전라북도완주군상관면 신리로 99,떡볶이,4000,라볶이,5000,된장찌개,6000
경기도,남양주시,한식_육류,경성멧돼지,_,경기도남양주시홍유릉로 327,삼겹살(600g),35000,목살(600g),33000,_,0
경기도,남양주시,한식_일반,안골콩나물국밥,_,"경기도남양주시퇴계원읍 도제원로 57, 1층",콩나물국밥,5000,콩나물비빔밥,5500,_,0
경기도,남양주시,일식,참치마당,_,"경기도남양주시퇴계원읍 도제원로 20, 102호",참치,35000,_,0,_,0
경기도,파주시,한식_일반,전주콩나물국밥 진말생면국수,031-948-9080,"경기도파주시시청로 25, 101, 102호",콩나물국밥,5000,얼큰콩나물국밥,6000,콩나물비빔밥,6000
경기도,남양주시,한식_일반,이모밥줘,_,"경기도남양주시오남읍 경복대로 98, 1층",백반,6000,_,0,_,0
경기도,남양주시,중식,홍원,_,"경기도남양주시불암로 41-160, 1층",짜장면,4000,짬뽕,6000,_,0
경기도,남양주시,한식_일반,역전분식,_,"경기도남양주시퇴계원읍 경춘북로546번길 4, 1층",김치볶음밥,6000,_,0,_,0
인천광역시,강화군,중식,금성반점,032-937-8559,인천광역시강화군양도면 강화남로 736,짜장면,2000,탕수육(대),15000,_,0
인천광역시,강화군,중식,마니산손짜장,032-937-8249,인천광역시강화군양도면 가능포로 221,짜장면,3000,탕수육(대),22000,_,0
경기도,과천시,한식_찌개류,우리곳간,02-502-4274,"경기도과천시새술막길 36, 101호",냉면,8000,_,0,_,0
전라북도,무주군,한식_일반,마당밥상,063-324-7878,전라북도무주군무주읍 단천로 37,백반,8000,_,0,_,0
충청남도,서천군,한식_일반,장터맛집,041-957-0624,충청남도서천군장항읍 장서로 74,삼계탕,8000,백반,8000,간장게장,25000
경상북도,고령군,일식,바다수산회,054-956-9632,경상북도고령군고령군 다산면 상곡1길8,모듬회,30000,물회,12000,방어회,30000
경상북도,고령군,한식_찌개류,시골뚝배기,054-956-0900,경상북도고령군고령군 대가야읍 일량로 25,뼈해장국,6000,만두,6000,돼지국밥,6000
경상북도,포항시 북구,한식_일반,곳간애,_,경상북도포항시 북구포항시 북구 천마로46번길 12-28. 1층,정식,8000,_,0,_,0
광주광역시,북구,한식_해산물,여수세꼬시,062-512-7772,광주광역시북구서방로107번길 62(두암동),낙지비빔밥,12000,우럭매운탕,15000,물회(계절메뉴),15000
울산광역시,남구,중식,산동만두,052-226-7459,울산광역시남구월평로37번길 8,자장면,4000,짬뽕,6000,찐만두,5000
울산광역시,남구,한식_육류,소대장,052-256-1660,울산광역시남구문수로352번길 16,갈비탕,10000,한우갈비정식,13000,_,0
울산광역시,남구,기타양식,퍼즈 10,052-273-6392,"울산광역시남구수암로190번길 18, 1층 102호",아메리카노,1100,카페라떼,2100,더치아메리카노,2000
충청남도,당진시,한식_일반,착한장어왕돼지갈비,041-358-6661,충청남도당진시송악읍 송악로 627,장어탕,7000,우렁된장,6000,우렁쌈장,7000
경상북도,영주시,한식_일반,김서영웰빙보리밥,_,경상북도영주시경북 영주시 중앙로80번길 33-16,보리밥정식,5000,_,0,_,0
경상북도,영주시,한식_일반,두부명가,_,"경상북도영주시경북 영주시 대학로261번길 36, 101호",된장찌개,5000,_,0,_,0
경상남도,김해시,한식_일반,오뚝이바지락반칼국수반,055-313-3130,경상남도김해시삼계로 69번길 22-9,칼국수,8000,메밀밀면,7000,_,0
경상남도,김해시,한식_일반,김해만두만리향,055-332-8060,경상남도김해시분성로 335번길 4,찐만두,5000,군만두,6000,_,0
경상남도,김해시,한식_일반,아리랑토속집밥,055-335-0863,경상남도김해시흥동로 75,한식뷔페,6000,_,0,_,0
경상남도,김해시,한식_면류,바보엄마칼국수,055-339-2577,"경상남도김해시장유로 286, 1층",사골칼국수,4900,들깨칼국수,6000,바보비빔밥,6000
경상남도,김해시,일식,사량도,055-336-4555,"경상남도김해시경원로55번길 26, 내동파크프라자 2층 201호, 202호, 203호",점심특선,6000,모듬회(소),30000,물회,12000
경상남도,김해시,한식_일반,낙동강추어탕,055-312-8832,경상남도김해시해반천로130번길 29,추어탕,9000,수제돈까스,8000,_,0
경상남도,김해시,중식,해룡,055-338-1556,경상남도김해시해반천로 144번길 29-34,자장면,4500,짱뽕,6000,탕수육,10000
경상남도,김해시,한식_일반,한끼김밥,055-311-1108,경상남도김해시해반천로168번길 18,한끼김밥,3000,떡볶이,3000,김치찌개,7000
충청남도,논산시,한식_면류,한성전통식당,041-735-3541,충청남도논산시논산시 등화3길 20,콩국수,7000,해물순두부,7000,_,0
인천광역시,부평구,한식_육류,촌장서서갈비,032-455-0292,"인천광역시부평구부평대로165번길 10, 204호(부평동)",불뚝배기,8000,돼지갈비(250g),8900,삼겹살(180g),9900
인천광역시,부평구,한식_면류,어머니홍두깨칼국수,032-522-6669,"인천광역시부평구부흥로316번길 37, 1층 21호(부평동)",잔치국수,2500,손칼국수,4500,손칼제비,4500
인천광역시,부평구,한식_찌개류,포동포동,032-330-3032,"인천광역시부평구안남로 261, 113호(산곡동,전방프라자)",생고기김치찌개,7000,옛날 삼겹살(200g),6900,등심돈가스,6000
인천광역시,부평구,한식_일반,서가면옥,032-506-9432,"인천광역시부평구신촌로68-1, 1층(부평동)",한방보쌈정식,9000,연탄돼지구이정식,9000,통영굴국밥,9000
인천광역시,부평구,한식_일반,아구오구,032-513-5841,"인천광역시부평구일신로8번길 32, 라동 103호(일신동)","아구찜,탕",10000,"대구뽈찜,탕",10000,닭볶음탕,20000
인천광역시,부평구,한식_일반,송이네잔치국수,070-7377-9934,인천광역시부평구부평대로167번길 33,잔치국수,5000,비빔국수,5000,우동,5000
서울특별시,광진구,한식_일반,채움,02-462-8859,서울특별시광진구군자로104-1,된장찌개,6000,_,0,_,0
인천광역시,서구,한식_면류,홍두깨 손칼국수,032-577-7808,인천광역시서구석곶로8번길 7-7,고기만두,4000,잔치국수,4000,비빔국수,5500
